"TransportationMode" "ClassOfWorker" "Sex" "MaritalStatus" "HealthInsurance" "EducationLevel" "HomeOffice" "AgeBracket" "OccupationType" "RelativeIncome" "Tract" "CommuteTime"
"Driving" "Employee" "Male" "Separated, Divorced, Widowed" "Health Insurance" "No Education" "Not Home Office" "60+" "Other" "Rather Low" "Census Tract 49.02, Ventura County, California" "Yes"
"Walking" "Employee" "Female" "Not Married" "Health Insurance" "No Education" "Not Home Office" "40-49" "Other" "Very Low" "Census Tract 49.02, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "40-49" "Other" "Rather Low" "Census Tract 49.02, Ventura County, California" "Yes"
"Driving" "Employee" "Male" "Married" "No Health Insurance" "Bachelor" "Not Home Office" "50-59" "Other" "Rather Low" "Census Tract 49.02, Ventura County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Very Low" "Census Tract 49.02, Ventura County, California" "No"
"Driving" "Freelancer" "Male" "Married" "No Health Insurance" "No Education" "Not Home Office" "30-39" "Other" "Very Low" "Census Tract 87, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "No Health Insurance" "No Education" "Not Home Office" "50-59" "Other" "Rather Low" "Census Tract 87, Ventura County, California" "No"
"Public Transit" "Employee" "Male" "Not Married" "No Health Insurance" "No Education" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 32.01, Ventura County, California" "No"
"Driving" "Employee" "Female" "Married" "No Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 38.01, Ventura County, California" "No"
"Public Transit" "Employee" "Male" "Married" "No Health Insurance" "No Education" "Not Home Office" "30-39" "Other" "Very Low" "Census Tract 38.01, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Very Low" "Census Tract 45.03, Ventura County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Very Low" "Census Tract 45.03, Ventura County, California" "No"
"Driving" "Employee" "Female" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Somewhere In The Middle" "Census Tract 37, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "No Education" "Not Home Office" "40-49" "PR, Marketing, Sales, Advertising" "Rather Low" "Census Tract 45.04, Ventura County, California" "No"
"Walking" "Employee" "Male" "Married" "Health Insurance" "Master" "Not Home Office" "50-59" "Higher Management" "Somewhere In The Middle" "Census Tract 29.01, Ventura County, California" "No"
"Walking" "Freelancer" "Female" "Separated, Divorced, Widowed" "Health Insurance" "No Education" "Not Home Office" "60+" "Other" "Very Low" "Census Tract 44, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "No Education" "Not Home Office" "60+" "Other" "Rather Low" "Census Tract 44, Ventura County, California" "No"
"Driving" "Employee" "Male" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Very Low" "Census Tract 44, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "No Education" "Not Home Office" "30-39" "Other" "Rather Low" "Census Tract 44, Ventura County, California" "No"
"Biking" "Employee" "Male" "Married" "Health Insurance" "Master" "Not Home Office" "30-39" "Other" "Somewhere In The Middle" "Census Tract 88, Ventura County, California" "No"
"Walking" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "50-59" "Education" "Very Low" "Census Tract 37, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "No Health Insurance" "No Education" "Not Home Office" "30-39" "Other" "Rather Low" "Census Tract 37, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 30.13, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Rather Low" "Census Tract 30.10, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "No Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 30.10, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 33, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "No Health Insurance" "No Education" "Not Home Office" "30-39" "Other" "Rather Low" "Census Tract 36.09, Ventura County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 36.09, Ventura County, California" "No"
"Driving" "Employee" "Female" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "40-49" "Other" "Very Low" "Census Tract 36.09, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "60+" "Other" "Rather Low" "Census Tract 36.09, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "No Health Insurance" "No Education" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 42, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "60+" "Higher Management" "Rather High" "Census Tract 31, Ventura County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "18-29" "Business Development" "Rather Low" "Census Tract 36.05, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 36.05, Ventura County, California" "Yes"
"Driving" "Employee" "Female" "Married" "Health Insurance" "No Education" "Not Home Office" "60+" "Other" "Rather Low" "Census Tract 36.05, Ventura County, California" "Yes"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 49.01, Ventura County, California" "Yes"
"Driving" "Employee" "Male" "Married" "Health Insurance" "No Education" "Not Home Office" "50-59" "Other" "Rather Low" "Census Tract 13.02, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "No Health Insurance" "No Education" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 22, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "50-59" "Other" "Rather High" "Census Tract 17, Ventura County, California" "No"
"Driving" "Entrepreneur" "Female" "Separated, Divorced, Widowed" "Health Insurance" "Bachelor" "Not Home Office" "40-49" "Business Development" "Somewhere In The Middle" "Census Tract 16.01, Ventura County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "Bachelor" "Not Home Office" "60+" "Education" "Somewhere In The Middle" "Census Tract 50.04, Ventura County, California" "No"
"Public Transit" "Freelancer" "Female" "Married" "Health Insurance" "High School" "Not Home Office" "40-49" "Higher Management" "Rather Low" "Census Tract 23, Ventura County, California" "No"
"Public Transit" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 23, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "50-59" "Business Development" "Rather Low" "Census Tract 15.02, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Rather Low" "Census Tract 15.02, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "30-39" "Other" "Somewhere In The Middle" "Census Tract 50.04, Ventura County, California" "No"
"Public Transit" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "50-59" "Research" "Somewhere In The Middle" "Census Tract 12.02, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "Bachelor" "Not Home Office" "50-59" "Other" "Somewhere In The Middle" "Census Tract 28, Ventura County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Somewhere In The Middle" "Census Tract 12.01, Ventura County, California" "No"
"Driving" "Employee" "Female" "Not Married" "No Health Insurance" "Bachelor" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 28, Ventura County, California" "No"
"Walking" "Employee" "Female" "Married" "Health Insurance" "High School" "Not Home Office" "50-59" "PR, Marketing, Sales, Advertising" "Somewhere In The Middle" "Census Tract 25, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "No Education" "Not Home Office" "60+" "Other" "Very Low" "Census Tract 19, Ventura County, California" "No"
"Driving" "Employee" "Female" "Married" "No Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Rather Low" "Census Tract 19, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "No Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Somewhere In The Middle" "Census Tract 13.01, Ventura County, California" "No"
"Driving" "Freelancer" "Male" "Separated, Divorced, Widowed" "Health Insurance" "Master" "Not Home Office" "60+" "Other" "Rather High" "Census Tract 18, Ventura County, California" "No"
"Driving" "Employee" "Male" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Rather Low" "Census Tract 50.04, Ventura County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "High School" "Not Home Office" "40-49" "Higher Management" "Rather High" "Census Tract 12.02, Ventura County, California" "No"
"Driving" "Freelancer" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Rather Low" "Census Tract 14.02, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Somewhere In The Middle" "Census Tract 15.06, Ventura County, California" "No"
"Biking" "Employee" "Male" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "30-39" "Higher Management" "Somewhere In The Middle" "Census Tract 15.06, Ventura County, California" "No"
"Public Transit" "Employee" "Female" "Not Married" "Health Insurance" "Bachelor" "Not Home Office" "60+" "Other" "Somewhere In The Middle" "Census Tract 29.05, Ventura County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "Master" "Not Home Office" "40-49" "Research" "Somewhere In The Middle" "Census Tract 12.02, Ventura County, California" "No"
"Driving" "Employee" "Male" "Separated, Divorced, Widowed" "No Health Insurance" "No Education" "Not Home Office" "50-59" "Other" "Very Low" "Census Tract 13.01, Ventura County, California" "No"
"Public Transit" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Somewhere In The Middle" "Census Tract 13.01, Ventura County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 13.01, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "Health Insurance" "High School" "Not Home Office" "60+" "Other" "Rather Low" "Census Tract 13.01, Ventura County, California" "No"
"Driving" "Freelancer" "Female" "Separated, Divorced, Widowed" "Health Insurance" "Bachelor" "Not Home Office" "50-59" "Other" "Rather Low" "Census Tract 54.03, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 54.03, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Rather Low" "Census Tract 54.03, Ventura County, California" "No"
"Driving" "Employee" "Male" "Separated, Divorced, Widowed" "No Health Insurance" "No Education" "Not Home Office" "50-59" "Other" "Very Low" "Census Tract 53.04, Ventura County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Rather Low" "Census Tract 53.04, Ventura County, California" "No"
"Driving" "Employee" "Female" "Separated, Divorced, Widowed" "Health Insurance" "High School" "Not Home Office" "30-39" "Other" "Rather Low" "Census Tract 47.15, Ventura County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 55.02, Ventura County, California" "No"
"Driving" "Employee" "Male" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 55.02, Ventura County, California" "No"
"Driving" "Employee" "Male" "Married" "No Health Insurance" "No Education" "Not Home Office" "50-59" "Other" "Rather Low" "Census Tract 76.11, Ventura County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "High School" "Not Home Office" "30-39" "Higher Management" "Somewhere In The Middle" "Census Tract 52.02, Ventura County, California" "No"
"Driving" "Employee" "Female" "Married" "Health Insurance" "Bachelor" "Not Home Office" "50-59" "Other" "Somewhere In The Middle" "Census Tract 55.04, Ventura County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 47.17, Ventura County, California" "No"
"Driving" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "50-59" "Other" "Somewhere In The Middle" "Census Tract 47.16, Ventura County, California" "No"
"Walking" "Employee" "Female" "Not Married" "Health Insurance" "High School" "Not Home Office" "18-29" "Other" "Very Low" "Census Tract 47.16, Ventura County, California" "No"
